mu,xi,sigma,q005,q095
99.726,-0.60327,10.876,97.914,101.49
99.726,-0.5954,10.88,97.87,101.45
99.726,-0.58753,10.884,97.826,101.41
99.726,-0.57966,10.888,97.78,101.37
99.726,-0.57179,10.892,97.733,101.32
99.726,-0.56392,10.895,97.685,101.28
99.726,-0.55605,10.899,97.636,101.24
99.726,-0.54818,10.903,97.586,101.2
99.726,-0.54031,10.907,97.535,101.16
99.726,-0.53243,10.911,97.482,101.12
99.726,-0.52456,10.914,97.428,101.07
99.726,-0.51669,10.918,97.373,101.03
99.726,-0.50882,10.922,97.317,100.99
99.726,-0.50095,10.925,97.259,100.95
99.726,-0.49308,10.929,97.2,100.91
99.726,-0.48521,10.932,97.139,100.87
99.726,-0.47734,10.936,97.077,100.82
99.726,-0.46947,10.939,97.013,100.78
99.726,-0.4616,10.943,96.948,100.74
99.726,-0.45373,10.947,96.882,100.7
99.726,-0.44586,10.95,96.814,100.66
99.726,-0.43798,10.953,96.744,100.62
99.726,-0.43011,10.957,96.672,100.58
99.726,-0.42224,10.96,96.599,100.54
99.726,-0.41437,10.964,96.524,100.5
99.726,-0.4065,10.967,96.447,100.46
99.726,-0.39863,10.97,96.369,100.43
99.726,-0.39076,10.974,96.288,100.39
99.726,-0.38289,10.977,96.206,100.35
99.726,-0.37502,10.98,96.122,100.32
99.726,-0.36715,10.983,96.035,100.28
99.726,-0.35928,10.987,95.947,100.24
99.726,-0.3514,10.99,95.856,100.21
99.726,-0.34353,10.993,95.764,100.18
99.726,-0.33566,10.996,95.669,100.14
99.726,-0.32779,10.999,95.572,100.11
99.726,-0.31992,11.002,95.472,100.08
99.726,-0.31205,11.006,95.37,100.05
99.726,-0.30418,11.009,95.266,100.02
99.726,-0.29631,11.012,95.159,99.998
99.726,-0.28844,11.015,95.05,99.972
99.726,-0.28057,11.018,94.938,99.947
99.726,-0.2727,11.021,94.823,99.923
99.726,-0.26482,11.024,94.706,99.901
99.726,-0.25695,11.026,94.586,99.88
99.726,-0.24908,11.029,94.463,99.861
99.726,-0.24121,11.032,94.337,99.843
99.726,-0.23334,11.035,94.208,99.826
99.726,-0.22547,11.038,94.076,99.811
99.726,-0.2176,11.041,93.941,99.798
99.726,-0.20973,11.043,93.803,99.785
99.726,-0.20186,11.046,93.661,99.774
99.726,-0.19399,11.049,93.516,99.765
99.726,-0.18612,11.052,93.368,99.757
99.726,-0.17824,11.054,93.216,99.75
99.726,-0.17037,11.057,93.06,99.744
99.726,-0.1625,11.06,92.901,99.739
99.726,-0.15463,11.062,92.738,99.735
99.726,-0.14676,11.065,92.571,99.732
99.726,-0.13889,11.067,92.4,99.73
99.726,-0.13102,11.07,92.225,99.729
99.726,-0.12315,11.073,92.046,99.728
99.726,-0.11528,11.075,91.862,99.727
99.726,-0.10741,11.078,91.674,99.727
99.726,-0.099535,11.08,91.482,99.726
99.726,-0.091665,11.082,91.285,99.726
99.726,-0.083794,11.085,91.084,99.726
99.726,-0.075923,11.087,90.877,99.726
99.726,-0.068052,11.09,90.666,99.726
99.726,-0.060181,11.092,90.45,99.726
99.847,-0.8394,10.796,98.955,102.77
99.847,-0.83153,10.8,98.933,102.73
99.847,-0.82366,10.805,98.911,102.7
99.847,-0.81579,10.809,98.889,102.66
99.847,-0.80792,10.813,98.866,102.63
99.847,-0.80005,10.818,98.842,102.59
99.847,-0.79217,10.822,98.818,102.56
99.847,-0.7843,10.826,98.793,102.52
99.847,-0.77643,10.831,98.768,102.48
99.847,-0.76856,10.835,98.742,102.45
99.847,-0.76069,10.839,98.715,102.41
99.847,-0.75282,10.843,98.688,102.37
99.847,-0.74495,10.848,98.66,102.33
99.847,-0.73708,10.852,98.632,102.3
99.847,-0.72921,10.856,98.602,102.26
99.847,-0.72134,10.86,98.572,102.22
99.847,-0.71347,10.864,98.542,102.18
99.847,-0.70559,10.868,98.51,102.14
99.847,-0.69772,10.872,98.478,102.1
99.847,-0.68985,10.876,98.445,102.06
99.847,-0.68198,10.88,98.412,102.02
99.847,-0.67411,10.884,98.377,101.98
99.847,-0.66624,10.888,98.342,101.94
99.847,-0.65837,10.892,98.306,101.9
99.847,-0.6505,10.896,98.269,101.86
99.847,-0.64263,10.9,98.231,101.82
99.847,-0.63476,10.904,98.192,101.78
99.847,-0.62689,10.908,98.152,101.74
99.847,-0.61901,10.912,98.112,101.7
99.847,-0.61114,10.915,98.07,101.66
99.847,-0.60327,10.919,98.027,101.62
99.847,-0.5954,10.923,97.984,101.58
99.847,-0.58753,10.927,97.939,101.54
99.847,-0.57966,10.93,97.893,101.49
99.847,-0.57179,10.934,97.846,101.45
99.847,-0.56392,10.938,97.798,101.41
99.847,-0.55605,10.941,97.749,101.37
99.847,-0.54818,10.945,97.699,101.33
99.847,-0.54031,10.949,97.647,101.28
99.847,-0.53243,10.952,97.594,101.24
99.847,-0.52456,10.956,97.54,101.2
99.847,-0.51669,10.959,97.485,101.16
99.847,-0.50882,10.963,97.428,101.12
99.847,-0.50095,10.966,97.37,101.07
99.847,-0.49308,10.97,97.311,101.03
99.847,-0.48521,10.973,97.25,100.99
99.847,-0.47734,10.977,97.188,100.95
99.847,-0.46947,10.98,97.124,100.91
99.847,-0.4616,10.983,97.059,100.87
99.847,-0.45373,10.987,96.992,100.83
99.847,-0.44586,10.99,96.924,100.79
99.847,-0.43798,10.993,96.854,100.74
99.847,-0.43011,10.997,96.782,100.7
99.847,-0.42224,11,96.709,100.67
99.847,-0.41437,11.003,96.633,100.63
99.847,-0.4065,11.006,96.556,100.59
99.847,-0.39863,11.009,96.478,100.55
99.847,-0.39076,11.013,96.397,100.51
99.847,-0.38289,11.016,96.314,100.47
99.847,-0.37502,11.019,96.23,100.44
99.847,-0.36715,11.022,96.143,100.4
99.847,-0.35928,11.025,96.054,100.37
99.847,-0.3514,11.028,95.964,100.33
99.847,-0.34353,11.031,95.871,100.3
99.847,-0.33566,11.034,95.776,100.27
99.847,-0.32779,11.037,95.678,100.24
99.847,-0.31992,11.04,95.578,100.2
99.847,-0.31205,11.043,95.476,100.18
99.847,-0.30418,11.046,95.372,100.15
99.847,-0.29631,11.049,95.265,100.12
99.847,-0.28844,11.052,95.155,100.09
99.847,-0.28057,11.054,95.043,100.07
99.847,-0.2727,11.057,94.928,100.04
99.847,-0.26482,11.06,94.81,100.02
99.847,-0.25695,11.063,94.69,100
99.847,-0.24908,11.066,94.567,99.982
99.847,-0.24121,11.068,94.44,99.964
99.847,-0.23334,11.071,94.311,99.948
99.847,-0.22547,11.074,94.179,99.932
99.847,-0.2176,11.076,94.043,99.919
99.847,-0.20973,11.079,93.905,99.906
99.847,-0.20186,11.082,93.763,99.895
99.847,-0.19399,11.084,93.617,99.886
99.847,-0.18612,11.087,93.468,99.878
99.847,-0.17824,11.089,93.316,99.871
99.847,-0.17037,11.092,93.16,99.865
99.847,-0.1625,11.094,93,99.86
99.847,-0.15463,11.097,92.837,99.856
99.847,-0.14676,11.099,92.669,99.853
99.847,-0.13889,11.102,92.498,99.851
99.847,-0.13102,11.104,92.323,99.85
99.847,-0.12315,11.106,92.143,99.849
99.847,-0.11528,11.109,91.959,99.848
99.847,-0.10741,11.111,91.771,99.847
99.847,-0.099535,11.113,91.578,99.847
99.847,-0.091665,11.116,91.381,99.847
99.847,-0.083794,11.118,91.179,99.847
99.847,-0.075923,11.12,90.972,99.847
99.847,-0.068052,11.122,90.76,99.847
99.847,-0.060181,11.125,90.543,99.847
99.968,-0.8394,10.843,99.072,102.9
99.968,-0.83153,10.847,99.05,102.87
99.968,-0.82366,10.852,99.028,102.83
99.968,-0.81579,10.856,99.005,102.8
99.968,-0.80792,10.86,98.982,102.76
99.968,-0.80005,10.864,98.959,102.72
99.968,-0.79217,10.869,98.934,102.69
99.968,-0.7843,10.873,98.909,102.65
99.968,-0.77643,10.877,98.884,102.62
99.968,-0.76856,10.881,98.858,102.58
99.968,-0.76069,10.885,98.831,102.54
99.968,-0.75282,10.889,98.804,102.5
99.968,-0.74495,10.893,98.776,102.47
99.968,-0.73708,10.897,98.747,102.43
99.968,-0.72921,10.901,98.718,102.39
99.968,-0.72134,10.905,98.688,102.35
99.968,-0.71347,10.909,98.657,102.31
99.968,-0.70559,10.913,98.626,102.27
99.968,-0.69772,10.917,98.594,102.23
99.968,-0.68985,10.921,98.561,102.19
99.968,-0.68198,10.925,98.527,102.15
99.968,-0.67411,10.929,98.492,102.11
99.968,-0.66624,10.932,98.457,102.07
99.968,-0.65837,10.936,98.42,102.03
99.968,-0.6505,10.94,98.383,101.99
99.968,-0.64263,10.944,98.345,101.95
99.968,-0.63476,10.947,98.306,101.91
99.968,-0.62689,10.951,98.266,101.87
99.968,-0.61901,10.955,98.226,101.83
99.968,-0.61114,10.958,98.184,101.79
99.968,-0.60327,10.962,98.141,101.75
99.968,-0.5954,10.966,98.097,101.7
99.968,-0.58753,10.969,98.052,101.66
99.968,-0.57966,10.973,98.006,101.62
99.968,-0.57179,10.976,97.959,101.58
99.968,-0.56392,10.98,97.911,101.54
99.968,-0.55605,10.983,97.862,101.49
99.968,-0.54818,10.987,97.811,101.45
99.968,-0.54031,10.99,97.76,101.41
99.968,-0.53243,10.994,97.707,101.37
99.968,-0.52456,10.997,97.652,101.33
99.968,-0.51669,11.001,97.597,101.28
99.968,-0.50882,11.004,97.54,101.24
99.968,-0.50095,11.007,97.482,101.2
99.968,-0.49308,11.011,97.422,101.16
99.968,-0.48521,11.014,97.361,101.12
99.968,-0.47734,11.017,97.299,101.07
99.968,-0.46947,11.02,97.235,101.03
99.968,-0.4616,11.024,97.17,100.99
99.968,-0.45373,11.027,97.103,100.95
99.968,-0.44586,11.03,97.034,100.91
99.968,-0.43798,11.033,96.964,100.87
99.968,-0.43011,11.036,96.892,100.83
99.968,-0.42224,11.039,96.818,100.79
99.968,-0.41437,11.042,96.743,100.75
99.968,-0.4065,11.045,96.666,100.71
99.968,-0.39863,11.048,96.586,100.67
99.968,-0.39076,11.051,96.506,100.63
99.968,-0.38289,11.054,96.423,100.6
99.968,-0.37502,11.057,96.338,100.56
99.968,-0.36715,11.06,96.251,100.52
99.968,-0.35928,11.063,96.162,100.49
99.968,-0.3514,11.066,96.071,100.46
99.968,-0.34353,11.069,95.978,100.42
99.968,-0.33566,11.072,95.882,100.39
99.968,-0.32779,11.075,95.785,100.36
99.968,-0.31992,11.077,95.685,100.33
99.968,-0.31205,11.08,95.582,100.3
99.968,-0.30418,11.083,95.477,100.27
99.968,-0.29631,11.086,95.37,100.24
99.968,-0.28844,11.088,95.26,100.21
99.968,-0.28057,11.091,95.148,100.19
99.968,-0.2727,11.094,95.032,100.17
99.968,-0.26482,11.096,94.915,100.14
99.968,-0.25695,11.099,94.794,100.12
99.968,-0.24908,11.102,94.67,100.1
99.968,-0.24121,11.104,94.544,100.09
99.968,-0.23334,11.107,94.414,100.07
99.968,-0.22547,11.109,94.281,100.05
99.968,-0.2176,11.112,94.146,100.04
99.968,-0.20973,11.114,94.007,100.03
99.968,-0.20186,11.117,93.864,100.02
99.968,-0.19399,11.119,93.718,100.01
99.968,-0.18612,11.122,93.569,99.998
99.968,-0.17824,11.124,93.416,99.991
99.968,-0.17037,11.126,93.26,99.986
99.968,-0.1625,11.129,93.1,99.981
99.968,-0.15463,11.131,92.936,99.977
99.968,-0.14676,11.133,92.768,99.974
99.968,-0.13889,11.135,92.596,99.972
99.968,-0.13102,11.138,92.421,99.97
99.968,-0.12315,11.14,92.241,99.969
99.968,-0.11528,11.142,92.056,99.969
99.968,-0.10741,11.144,91.867,99.968
99.968,-0.099535,11.146,91.674,99.968
99.968,-0.091665,11.149,91.476,99.968
99.968,-0.083794,11.151,91.274,99.968
99.968,-0.075923,11.153,91.067,99.968
99.968,-0.068052,11.155,90.854,99.968
99.968,-0.060181,11.157,90.637,99.968
100.09,-0.8394,10.891,99.189,103.04
100.09,-0.83153,10.895,99.167,103
100.09,-0.82366,10.899,99.145,102.97
100.09,-0.81579,10.903,99.122,102.93
100.09,-0.80792,10.907,99.099,102.89
100.09,-0.80005,10.911,99.075,102.86
100.09,-0.79217,10.915,99.051,102.82
100.09,-0.7843,10.919,99.026,102.78
100.09,-0.77643,10.923,99,102.75
100.09,-0.76856,10.927,98.974,102.71
100.09,-0.76069,10.931,98.947,102.67
100.09,-0.75282,10.935,98.92,102.63
100.09,-0.74495,10.939,98.892,102.6
100.09,-0.73708,10.943,98.863,102.56
100.09,-0.72921,10.946,98.834,102.52
100.09,-0.72134,10.95,98.804,102.48
100.09,-0.71347,10.954,98.773,102.44
100.09,-0.70559,10.958,98.741,102.4
100.09,-0.69772,10.962,98.709,102.36
100.09,-0.68985,10.965,98.676,102.32
100.09,-0.68198,10.969,98.642,102.28
100.09,-0.67411,10.973,98.607,102.24
100.09,-0.66624,10.976,98.571,102.2
100.09,-0.65837,10.98,98.535,102.16
100.09,-0.6505,10.984,98.498,102.12
100.09,-0.64263,10.987,98.46,102.08
100.09,-0.63476,10.991,98.42,102.04
100.09,-0.62689,10.994,98.38,102
100.09,-0.61901,10.998,98.34,101.96
100.09,-0.61114,11.001,98.298,101.92
100.09,-0.60327,11.005,98.255,101.87
100.09,-0.5954,11.008,98.211,101.83
100.09,-0.58753,11.012,98.166,101.79
100.09,-0.57966,11.015,98.12,101.75
100.09,-0.57179,11.019,98.072,101.71
100.09,-0.56392,11.022,98.024,101.66
100.09,-0.55605,11.025,97.975,101.62
100.09,-0.54818,11.029,97.924,101.58
100.09,-0.54031,11.032,97.872,101.54
100.09,-0.53243,11.035,97.819,101.49
100.09,-0.52456,11.038,97.765,101.45
100.09,-0.51669,11.042,97.709,101.41
100.09,-0.50882,11.045,97.652,101.37
100.09,-0.50095,11.048,97.594,101.32
100.09,-0.49308,11.051,97.534,101.28
100.09,-0.48521,11.054,97.473,101.24
100.09,-0.47734,11.057,97.41,101.2
100.09,-0.46947,11.06,97.346,101.16
100.09,-0.4616,11.063,97.28,101.12
100.09,-0.45373,11.067,97.213,101.07
100.09,-0.44586,11.07,97.144,101.03
100.09,-0.43798,11.073,97.074,100.99
100.09,-0.43011,11.076,97.002,100.95
100.09,-0.42224,11.078,96.928,100.91
100.09,-0.41437,11.081,96.852,100.87
100.09,-0.4065,11.084,96.775,100.83
100.09,-0.39863,11.087,96.695,100.8
100.09,-0.39076,11.09,96.614,100.76
100.09,-0.38289,11.093,96.531,100.72
100.09,-0.37502,11.096,96.446,100.68
100.09,-0.36715,11.098,96.359,100.65
100.09,-0.35928,11.101,96.27,100.61
100.09,-0.3514,11.104,96.179,100.58
100.09,-0.34353,11.107,96.085,100.54
100.09,-0.33566,11.109,95.989,100.51
100.09,-0.32779,11.112,95.891,100.48
100.09,-0.31992,11.115,95.791,100.45
100.09,-0.31205,11.117,95.688,100.42
100.09,-0.30418,11.12,95.583,100.39
100.09,-0.29631,11.122,95.476,100.36
100.09,-0.28844,11.125,95.365,100.34
100.09,-0.28057,11.128,95.253,100.31
100.09,-0.2727,11.13,95.137,100.29
100.09,-0.26482,11.133,95.019,100.27
100.09,-0.25695,11.135,94.898,100.24
100.09,-0.24908,11.137,94.774,100.22
100.09,-0.24121,11.14,94.647,100.21
100.09,-0.23334,11.142,94.517,100.19
100.09,-0.22547,11.145,94.384,100.17
100.09,-0.2176,11.147,94.248,100.16
100.09,-0.20973,11.149,94.108,100.15
100.09,-0.20186,11.152,93.966,100.14
100.09,-0.19399,11.154,93.82,100.13
100.09,-0.18612,11.156,93.67,100.12
100.09,-0.17824,11.158,93.517,100.11
100.09,-0.17037,11.161,93.36,100.11
100.09,-0.1625,11.163,93.2,100.1
100.09,-0.15463,11.165,93.035,100.1
100.09,-0.14676,11.167,92.867,100.09
100.09,-0.13889,11.169,92.695,100.09
100.09,-0.13102,11.171,92.519,100.09
100.09,-0.12315,11.173,92.338,100.09
100.09,-0.11528,11.175,92.153,100.09
100.09,-0.10741,11.177,91.964,100.09
100.09,-0.099535,11.179,91.771,100.09
100.09,-0.091665,11.181,91.572,100.09
100.09,-0.083794,11.183,91.369,100.09
100.09,-0.075923,11.185,91.162,100.09
100.09,-0.068052,11.187,90.949,100.09
100.09,-0.060181,11.189,90.731,100.09
100.21,-0.8394,10.938,99.305,103.17
100.21,-0.83153,10.942,99.284,103.13
100.21,-0.82366,10.946,99.262,103.1
100.21,-0.81579,10.95,99.239,103.06
100.21,-0.80792,10.953,99.215,103.03
100.21,-0.80005,10.957,99.192,102.99
100.21,-0.79217,10.961,99.167,102.95
100.21,-0.7843,10.965,99.142,102.92
100.21,-0.77643,10.969,99.116,102.88
100.21,-0.76856,10.973,99.09,102.84
100.21,-0.76069,10.977,99.063,102.8
100.21,-0.75282,10.98,99.036,102.77
100.21,-0.74495,10.984,99.008,102.73
100.21,-0.73708,10.988,98.979,102.69
100.21,-0.72921,10.991,98.949,102.65
100.21,-0.72134,10.995,98.919,102.61
100.21,-0.71347,10.999,98.888,102.57
100.21,-0.70559,11.002,98.856,102.53
100.21,-0.69772,11.006,98.824,102.49
100.21,-0.68985,11.01,98.791,102.45
100.21,-0.68198,11.013,98.757,102.41
100.21,-0.67411,11.017,98.722,102.37
100.21,-0.66624,11.02,98.686,102.33
100.21,-0.65837,11.024,98.65,102.29
100.21,-0.6505,11.027,98.612,102.25
100.21,-0.64263,11.031,98.574,102.21
100.21,-0.63476,11.034,98.535,102.17
100.21,-0.62689,11.037,98.495,102.13
100.21,-0.61901,11.041,98.454,102.09
100.21,-0.61114,11.044,98.411,102.04
100.21,-0.60327,11.047,98.368,102
100.21,-0.5954,11.051,98.324,101.96
100.21,-0.58753,11.054,98.279,101.92
100.21,-0.57966,11.057,98.233,101.88
100.21,-0.57179,11.06,98.185,101.83
100.21,-0.56392,11.064,98.137,101.79
100.21,-0.55605,11.067,98.087,101.75
100.21,-0.54818,11.07,98.037,101.71
100.21,-0.54031,11.073,97.985,101.66
100.21,-0.53243,11.076,97.931,101.62
100.21,-0.52456,11.079,97.877,101.58
100.21,-0.51669,11.082,97.821,101.54
100.21,-0.50882,11.085,97.764,101.49
100.21,-0.50095,11.089,97.705,101.45
100.21,-0.49308,11.092,97.645,101.41
100.21,-0.48521,11.094,97.584,101.37
100.21,-0.47734,11.097,97.521,101.32
100.21,-0.46947,11.1,97.457,101.28
100.21,-0.4616,11.103,97.391,101.24
100.21,-0.45373,11.106,97.324,101.2
100.21,-0.44586,11.109,97.254,101.16
100.21,-0.43798,11.112,97.184,101.12
100.21,-0.43011,11.115,97.111,101.08
100.21,-0.42224,11.117,97.037,101.04
100.21,-0.41437,11.12,96.962,101
100.21,-0.4065,11.123,96.884,100.96
100.21,-0.39863,11.126,96.804,100.92
100.21,-0.39076,11.128,96.723,100.88
100.21,-0.38289,11.131,96.64,100.84
100.21,-0.37502,11.134,96.554,100.81
100.21,-0.36715,11.136,96.467,100.77
100.21,-0.35928,11.139,96.378,100.73
100.21,-0.3514,11.142,96.286,100.7
100.21,-0.34353,11.144,96.192,100.67
100.21,-0.33566,11.147,96.096,100.63
100.21,-0.32779,11.149,95.998,100.6
100.21,-0.31992,11.152,95.898,100.57
100.21,-0.31205,11.154,95.795,100.54
100.21,-0.30418,11.157,95.689,100.51
100.21,-0.29631,11.159,95.581,100.48
100.21,-0.28844,11.161,95.471,100.46
100.21,-0.28057,11.164,95.358,100.43
100.21,-0.2727,11.166,95.242,100.41
100.21,-0.26482,11.169,95.123,100.39
100.21,-0.25695,11.171,95.002,100.37
100.21,-0.24908,11.173,94.878,100.35
100.21,-0.24121,11.175,94.75,100.33
100.21,-0.23334,11.178,94.62,100.31
100.21,-0.22547,11.18,94.487,100.3
100.21,-0.2176,11.182,94.35,100.28
100.21,-0.20973,11.184,94.211,100.27
100.21,-0.20186,11.186,94.067,100.26
100.21,-0.19399,11.188,93.921,100.25
100.21,-0.18612,11.191,93.771,100.24
100.21,-0.17824,11.193,93.618,100.23
100.21,-0.17037,11.195,93.46,100.23
100.21,-0.1625,11.197,93.3,100.22
100.21,-0.15463,11.199,93.135,100.22
100.21,-0.14676,11.201,92.966,100.22
100.21,-0.13889,11.203,92.794,100.21
100.21,-0.13102,11.205,92.617,100.21
100.21,-0.12315,11.207,92.436,100.21
100.21,-0.11528,11.208,92.251,100.21
100.21,-0.10741,11.21,92.061,100.21
100.21,-0.099535,11.212,91.867,100.21
100.21,-0.091665,11.214,91.668,100.21
100.21,-0.083794,11.216,91.465,100.21
100.21,-0.075923,11.218,91.257,100.21
100.21,-0.068052,11.219,91.043,100.21
100.21,-0.060181,11.221,90.825,100.21
100.33,-0.8394,10.985,99.422,103.3
100.33,-0.83153,10.988,99.401,103.27
100.33,-0.82366,10.992,99.378,103.23
100.33,-0.81579,10.996,99.355,103.2
100.33,-0.80792,11,99.332,103.16
100.33,-0.80005,11.004,99.308,103.12
100.33,-0.79217,11.007,99.284,103.09
100.33,-0.7843,11.011,99.258,103.05
100.33,-0.77643,11.015,99.233,103.01
100.33,-0.76856,11.018,99.206,102.97
100.33,-0.76069,11.022,99.179,102.94
100.33,-0.75282,11.026,99.152,102.9
100.33,-0.74495,11.029,99.124,102.86
100.33,-0.73708,11.033,99.095,102.82
100.33,-0.72921,11.036,99.065,102.78
100.33,-0.72134,11.04,99.035,102.74
100.33,-0.71347,11.043,99.004,102.7
100.33,-0.70559,11.047,98.972,102.66
100.33,-0.69772,11.05,98.939,102.62
100.33,-0.68985,11.054,98.906,102.58
100.33,-0.68198,11.057,98.872,102.54
100.33,-0.67411,11.06,98.837,102.5
100.33,-0.66624,11.064,98.801,102.46
100.33,-0.65837,11.067,98.764,102.42
100.33,-0.6505,11.07,98.727,102.38
100.33,-0.64263,11.074,98.688,102.34
100.33,-0.63476,11.077,98.649,102.3
100.33,-0.62689,11.08,98.609,102.26
100.33,-0.61901,11.083,98.568,102.21
100.33,-0.61114,11.087,98.525,102.17
100.33,-0.60327,11.09,98.482,102.13
100.33,-0.5954,11.093,98.438,102.09
100.33,-0.58753,11.096,98.393,102.04
100.33,-0.57966,11.099,98.346,102
100.33,-0.57179,11.102,98.299,101.96
100.33,-0.56392,11.105,98.25,101.92
100.33,-0.55605,11.108,98.2,101.87
100.33,-0.54818,11.111,98.149,101.83
100.33,-0.54031,11.114,98.097,101.79
100.33,-0.53243,11.117,98.044,101.75
100.33,-0.52456,11.12,97.989,101.7
100.33,-0.51669,11.123,97.933,101.66
100.33,-0.50882,11.126,97.876,101.62
100.33,-0.50095,11.129,97.817,101.58
100.33,-0.49308,11.132,97.757,101.53
100.33,-0.48521,11.135,97.695,101.49
100.33,-0.47734,11.137,97.632,101.45
100.33,-0.46947,11.14,97.568,101.41
100.33,-0.4616,11.143,97.502,101.36
100.33,-0.45373,11.146,97.434,101.32
100.33,-0.44586,11.148,97.365,101.28
100.33,-0.43798,11.151,97.294,101.24
100.33,-0.43011,11.154,97.221,101.2
100.33,-0.42224,11.156,97.147,101.16
100.33,-0.41437,11.159,97.071,101.12
100.33,-0.4065,11.162,96.993,101.08
100.33,-0.39863,11.164,96.913,101.04
100.33,-0.39076,11.167,96.832,101
100.33,-0.38289,11.169,96.748,100.97
100.33,-0.37502,11.172,96.663,100.93
100.33,-0.36715,11.174,96.575,100.89
100.33,-0.35928,11.177,96.485,100.86
100.33,-0.3514,11.179,96.394,100.82
100.33,-0.34353,11.181,96.3,100.79
100.33,-0.33566,11.184,96.203,100.76
100.33,-0.32779,11.186,96.105,100.72
100.33,-0.31992,11.189,96.004,100.69
100.33,-0.31205,11.191,95.901,100.66
100.33,-0.30418,11.193,95.795,100.63
100.33,-0.29631,11.195,95.687,100.61
100.33,-0.28844,11.198,95.576,100.58
100.33,-0.28057,11.2,95.463,100.55
100.33,-0.2727,11.202,95.347,100.53
100.33,-0.26482,11.204,95.228,100.51
100.33,-0.25695,11.206,95.106,100.49
100.33,-0.24908,11.209,94.982,100.47
100.33,-0.24121,11.211,94.854,100.45
100.33,-0.23334,11.213,94.723,100.43
100.33,-0.22547,11.215,94.59,100.42
100.33,-0.2176,11.217,94.453,100.4
100.33,-0.20973,11.219,94.313,100.39
100.33,-0.20186,11.221,94.169,100.38
100.33,-0.19399,11.223,94.022,100.37
100.33,-0.18612,11.225,93.872,100.36
100.33,-0.17824,11.227,93.718,100.35
100.33,-0.17037,11.229,93.561,100.35
100.33,-0.1625,11.231,93.399,100.34
100.33,-0.15463,11.232,93.234,100.34
100.33,-0.14676,11.234,93.065,100.34
100.33,-0.13889,11.236,92.892,100.33
100.33,-0.13102,11.238,92.715,100.33
100.33,-0.12315,11.24,92.534,100.33
100.33,-0.11528,11.241,92.348,100.33
100.33,-0.10741,11.243,92.158,100.33
100.33,-0.099535,11.245,91.963,100.33
100.33,-0.091665,11.246,91.764,100.33
100.33,-0.083794,11.248,91.56,100.33
100.33,-0.075923,11.25,91.352,100.33
100.33,-0.068052,11.251,91.138,100.33
100.33,-0.060181,11.253,90.919,100.33
100.45,-0.8394,11.031,99.539,103.44
100.45,-0.83153,11.035,99.517,103.4
100.45,-0.82366,11.039,99.495,103.36
100.45,-0.81579,11.042,99.472,103.33
100.45,-0.80792,11.046,99.449,103.29
100.45,-0.80005,11.05,99.425,103.25
100.45,-0.79217,11.053,99.4,103.22
100.45,-0.7843,11.057,99.375,103.18
100.45,-0.77643,11.06,99.349,103.14
100.45,-0.76856,11.064,99.323,103.11
100.45,-0.76069,11.067,99.295,103.07
100.45,-0.75282,11.071,99.268,103.03
100.45,-0.74495,11.074,99.239,102.99
100.45,-0.73708,11.077,99.21,102.95
100.45,-0.72921,11.081,99.181,102.91
100.45,-0.72134,11.084,99.15,102.87
100.45,-0.71347,11.088,99.119,102.83
100.45,-0.70559,11.091,99.087,102.79
100.45,-0.69772,11.094,99.054,102.75
100.45,-0.68985,11.097,99.021,102.71
100.45,-0.68198,11.101,98.987,102.67
100.45,-0.67411,11.104,98.952,102.63
100.45,-0.66624,11.107,98.916,102.59
100.45,-0.65837,11.11,98.879,102.55
